"Series1","Series2","Series3","Series4","Series5","Series6"
-0.434843709,0.269585884,-0.430523030589938,0.4841220367,18.79973,-28.03287
-1.29295189,-0.275960112,-1.69151753759625,0.6473211584,17.83299,-28.42415
0.8881534406,0.1031384246,-0.944553581826196,-0.00214314799999998,17.50679,-27.20968
-0.989353948,-0.434364807,-0.657291100509987,0.9687738782,17.73241,-27.61778
1.215124441,-1.133306673,1.43813250081637,0.4961220367,17.19223,-25.95865
-0.622792921,0.3380721311,0.756397344034764,-0.854820045,15.50243,-24.70431
1.142646019,0.0132389404,2.48624846410249,1.382441511,14.46637,-24.56957
-1.00803096,-1.255891961,0.97233435563817,0.3544162618,14.23178,-24.98444
1.76946471,-0.62565632,1.87584032667283,-1.431992289,14.45496,-24.81777
-0.956970457,-0.789360433,1.79109218686572,0.6371108804,15.31026,-23.80913
-0.063061008,1.724003502,1.62069759621003,-0.140407732,17.19021,-22.86608
-0.393517325,-0.755960768,1.17493696294501,-0.836820045,17.38305,-24.09832
0.4745372115,1.212774387,0.356364237771538,0.7627473091,16.66427,-23.03176
-0.552469471,-0.823017847,1.60552210049248,0.6491108804,16.61867,-22.18891
-0.89760325,-0.224763671,-0.937055821300946,1.200467665,17.01129,-20.939
-1.23102236,-0.394339267,-0.660613377995407,-0.176990677,17.73377,-20.08907
1.201958233,-1.184710825,-0.0984472292260798,2.689605879,18.10387,-22.44515
0.228179699,-0.275960112,0.863288072208043,-1.575217337,20.90657,-21.91558
1.027914209,0.9636445934,1.45784267247698,0.146153912,22.65633,-18.97331
0.6995995158,0.1670294553,0.91661681064487,-0.564421302,23.97297,-17.44676
-0.466339159,0.7583423068,0.193041540355301,-0.876713869,25.00941,-16.8073
0.7172376305,-1.692179543,2.46250896895188,-1.000039958,26.12431,-17.85439
0.6037678426,-0.406029942,2.32322532741822,0.7653499509,27.9538,-19.2239
2.108950518,0.7632836338,1.95149585417382,-0.211860044,30.06897,-20.65886
0.1515360366,0.5581864054,2.64424937185599,1.287104384,32.08877,-21.88921
0.6995995158,-0.381881027,1.79588675269863,0.4995640145,33.92423,-21.80898
-0.156019747,1.041726527,1.20649246181806,0.8047473091,34.5865,-21.6634
1.365761247,-0.032891659,2.27690215357558,-0.089407732,35.07866,-21.92658
2.423971746,-0.373035835,2.73841178711792,-0.823990343,35.39877,-21.37512
-0.309500664,-0.594159441,2.29320557992725,-0.358411377,34.27858,-22.10551
0.5121941481,0.0923511754,0.386440441992922,1.506504598,32.86244,-22.46046
0.7172376305,-0.755960768,1.3237272053369,-0.963432726,34.44182,-22.6608
-1.013728521,-0.052773436,-0.0752321024504284,0.9322131008,35.89657,-22.82424
1.874401447,-1.036444581,2.00905692112414,1.727926186,37.31066,-24.69058
1.201958233,-1.353275118,0.0971064423844394,-0.768043108,38.6601,-26.4056
-0.923122607,0.3617198507,0.0116440290826525,1.777839805,37.72806,-28.03845
0.3835741134,0.0821636492,-1.44123547294124,0.183331838,37.10419,-26.91787
-1.071187382,-0.373035835,-2.01593080198508,1.1979872382,37.06845,-27.25121
0.5644163235,1.259881619,-2.08876339444346,-0.00414790300000001,38.41652,-28.30695
2.423971746,-1.042668017,-1.0483627244776,1.533504598,38.74037,-29.66102
-0.931263583,1.259881619,-0.135418786188146,-0.936432726,36.3841,-31.30109
1.142646019,1.09186266,0.122258169618373,1.281467665,33.13103,-32.36136
-0.956970457,0.1150516775,-0.346741913172732,-0.223756835,31.15525,-33.64052
0.6212757713,-0.91080506,0.625254623370732,1.545504598,29.22022,-34.42762
-0.931263583,-0.381881027,-1.29141483531739,0.032087709,27.60575,-36.25767
-1.182412759,0.9636445934,-1.50108994502216,0.7793211584,28.57564,-36.58333
-1.638183208,0.3282093571,-2.68999227596696,-0.483421302,31.40982,-38.3596
-1.638183208,0.4443172327,-2.49456905336214,0.4387347533,34.59458,-37.64939
0.4565811313,0.0132389404,-1.00725913379111,-0.477421302,36.79242,-37.3926
1.201958233,1.274766917,0.38184164040361,1.2438288683,37.18215,-37.88451
0.4696330543,1.259881619,0.878075464046613,0.3629958008,36.7152,-38.54082
0.7172376305,-1.463670652,2.48740898973328,1.77416539,35.25569,-38.13133
0.4430215698,0.5115547058,2.44934031040908,0.147856852,32.65614,-37.18241
-1.655994337,0.7583423068,2.20155500705496,-1.31727066,32.06727,-36.00348
0.4858249258,0.9282071742,1.89579640579021,-2.26957607,33.23945,-34.94388
-0.33646358,0.3594485625,1.21049947132891,0.195024323,34.17646,-34.29584
0.0550656943,0.269585884,0.717437332637087,-0.434015223,34.92387,-33.37384
-0.735543627,-0.052773436,1.18855890152835,0.162856852,36.0167,-32.78533
-0.307712543,0.9047162374,0.823291308462018,-0.428015223,35.43234,-33.35607
2.0147062,2.050925919,1.47457622172302,-0.693043108,33.4669,-31.19504
-0.750157941,0.7583423068,-1.22325120627851,1.1397738782,32.27461,-30.58144
-1.071187382,-0.080757874,0.80498422348624,0.5580432461,35.19999,-30.71097
-0.923122607,1.429887899,2.49208294062349,1.0953010365,37.90242,-29.53469
-0.309500664,0.1670294553,2.95209961689423,0.087496731,37.7052,-30.96585
0.4430215698,-1.042668017,1.5177312956151,-0.20033927,38.53815,-34.03111
1.76946471,-1.918374984,0.075942341538471,-0.712990343,39.31572,-35.35238
-0.800981006,-1.965248214,0.83036022844072,0.098087709,38.4521,-34.08931
-1.05630714,-0.602124539,0.367960915039833,-1.307605107,38.41887,-35.26107
-0.595400114,-0.434364807,0.639001555644209,-0.665820045,37.72162,-35.67993
-1.815777267,-0.594159441,1.11897494470616,1.835926186,37.33148,-36.80411
-1.29295189,-1.184710825,2.12515139288091,1.2013541356,38.16441,-36.43553
-1.264341947,-1.371511347,1.45900699821082,2.129031579,36.86771,-34.82057
1.715115693,0.9047162374,0.960197271513146,0.9692556529,36.7322,-33.81239
0.0053332843,1.097030275,0.426761250021485,1.377467665,38.2966,-32.87
-1.182412759,-1.692179543,-0.0982444624294583,-0.841039958,38.00374,-31.61656
-0.552469471,-0.493704243,-1.873558800555,0.216856852,38.4049,-29.91702
0.5121941481,-0.697972119,0.513616366018289,0.303331838,37.8344,-28.56624
1.212582297,-0.042165564,1.51235139682397,0.967018349,37.08371,-29.1575
-1.05630714,1.361765572,1.41798642116326,-1.409395969,37.18386,-29.56202
-1.669751423,0.3617198507,-1.25062249228531,1.1037379326,38.70205,-31.66535
-1.00803096,0.256485088,-0.308468124509107,-0.298404012,40.16734,-32.0559
-1.596178672,0.7583423068,0.351947947871145,-1.207264335,41.19901,-32.87114
1.704104193,-0.50287446,-1.38742897808236,1.874926186,41.54472,-32.61615
-1.182412759,-0.493704243,-0.142156836565756,0.293794023,40.64874,-32.68766
1.142646019,0.1150516775,0.52128060739821,-0.708807675,41.79728,-31.50407
-0.929405155,-0.62565632,0.993465435956982,1.927839805,42.91023,-30.89194
0.8702888947,-0.434364807,0.194380377324384,0.139852097,42.25028,-32.13082
-0.981517237,-0.406029942,-0.710346049608733,-0.699807675,41.70904,-33.11613
-0.027756592,-0.974966237,0.155510111360393,-0.605820045,40.94992,-34.05301
0.228179699,-0.495090908,-0.948710301196004,-1.323669907,41.31926,-33.5372
1.604993303,1.724003502,1.44681184388223,0.314794023,41.1353,-31.82917
-0.552469471,0.7632836338,0.982649760038856,2.914605879,39.6753,-31.17535
-0.758789572,0.1150516775,2.57488537363369,0.143976752,38.38781,-33.39278
0.7172376305,-0.560968423,2.11859677805204,0.6124162618,36.4392,-33.79248
-1.096293009,-0.373035835,0.143596282102415,0.431698412,35.39722,-32.19564
1.288695618,-0.868172431,0.427696209882464,0.6184162618,36.73868,-29.90712
0.6995995158,0.5477633633,-0.277900975146581,1.2926985363,38.17555,-27.18881
0.2930178927,1.097030275,2.42459449512477,-0.012612975,38.8656,-26.88302
-0.989353948,0.5408784889,0.159545758308863,1.452467665,37.43349,-25.15283
0.5121941481,-1.119877798,0.527868518307705,-1.271383294,37.32549,-22.81505
-1.013728521,1.274766917,-1.51839654803835,1.3869872382,37.89948,-22.22429
-1.655994337,-0.372974574,-0.491968810116916,0.00665360600000003,37.58836,-22.31881
1.493013425,-0.777193835,-0.230962491667053,-1.149992289,37.74145,-23.47645
0.6790589143,0.1150516775,-1.44789732895243,-0.651807675,40.69214,-24.55203
1.268003768,-0.855814855,-1.50858922937035,1.940926186,42.70237,-25.25621
-0.73435561,0.5878992674,-1.43396373088669,-0.699534841,43.18816,-25.32927
-0.806790768,-0.434364807,-3.35126575123835,-0.295398418,44.3573,-24.90906
1.045030777,0.7096092389,-1.73167078193213,0.6654735373,44.06233,-24.08731
-0.309500664,1.274766917,-1.3691823922593,0.043139956,42.84966,-23.34134
1.030509472,-1.734698486,-1.12062995672943,-0.633807675,42.93242,-22.44814
-0.758789572,-0.091236199,-0.207563628331009,0.321856852,43.14821,-21.09854
-0.027756592,-0.372974574,2.19190657271209,-0.986115997,42.1778,-19.05567
-0.156019747,0.1031384246,1.54868488312717,0.032387025,40.36979,-18.00631
1.09964671,0.5581864054,2.51116893327579,1.507277537,37.7312,-17.48991
-0.393517325,-1.52059296,2.16954036776877,0.386794023,36.30659,-17.629
-0.622792921,0.0821636492,1.46311703150497,0.226852097,36.37264,-17.40151
0.4540308849,1.429887899,1.47501612071562,1.3526985363,37.76402,-17.67691
-0.063061008,-0.275960112,0.871908411916273,-0.473014448,40.66147,-17.02759
-0.140690039,-1.184710825,-0.426333758044423,-1.455117084,42.24492,-15.84407
0.228179699,-0.032891659,1.2158899352506,1.97816539,41.53829,-15.49722
-0.402913684,-0.532887253,1.58074076416417,0.351856852,40.7455,-15.50556
0.2930178927,1.259881619,1.6111507061765,-0.740430272,41.23367,-15.65564
1.215124441,-1.133306673,2.13323870109572,-0.374677272,42.15298,-16.16249
1.493013425,-1.422125502,1.15573982910682,-0.645534841,42.83385,-15.3281
1.76946471,-0.730836754,2.42688120933691,0.022243165,44.61763,-14.12162
-0.961260329,1.274766917,1.03510904235729,-1.234916794,46.85179,-14.1432
2.108950518,-1.255891961,-0.0408790297695505,-1.248217337,47.89637,-13.24904
-0.156019747,-0.4606205,-0.308424750152063,0.0594844960000001,48.3418,-13.54147
-0.923122607,0.3594485625,-1.36048666647023,-1.09227066,48.79675,-13.10948
-0.21666217,0.8728110521,0.0394008904740969,0.165009323,51.00055,-13.92802
0.6127071212,0.3126633957,0.434873334353884,-0.212015223,53.60963,-12.56735
-0.73435561,0.9047162374,1.28849983421406,1.1197473091,54.35374,-10.5726
-1.376229785,-0.373035835,1.43333110040203,0.0923870250000001,55.61866,-9.240313
-1.655994337,0.2332889066,0.27544804859008,1.0903728418,55.1246,-9.45806
0.8702888947,0.5115547058,2.92787091957863,-0.043411377,55.42392,-11.20906
0.5895424189,-0.032891659,1.25596987460976,0.8295640145,57.0558,-11.02528
-1.375878731,-0.042165564,2.5300176512873,-0.499990343,57.32131,-12.54512
0.8212671259,-0.974966237,2.53346578335507,0.503153912,55.73062,-15.02078
-0.33646358,1.514984467,3.14879959739913,1.696572338,54.17188,-15.31169
-0.946793268,-1.692179543,1.2041914506412,0.6499459455,53.37161,-16.68701
-1.639492667,1.5527793,-0.511754199478105,2.938267975,53.70698,-15.91287
0.9003076105,1.274766917,-0.746102967020952,-0.317677272,53.90646,-17.18564
-0.800981006,-1.005580111,-1.34184665174184,-0.819883485,53.54957,-15.97024
0.4430215698,-0.091236199,-2.70985156927525,-0.324293773,54.92684,-15.46089
0.5895424189,-0.381881027,-1.03232560142406,3.635308409,54.81018,-13.96725
0.0053332843,-0.224763671,0.0772572347624507,1.2712131008,53.5343,-14.54809
0.4696330543,-0.394339267,0.14119697170489,0.510836099,53.90977,-15.19353
-0.89760325,2.228211307,-0.935255147609008,0.27831251,54.76303,-18.00552
1.365761247,-0.091236199,-0.465663437344787,-1.03227066,54.17442,-18.15217
-1.182412759,-1.692179543,0.177187169665609,1.959313122,53.0042,-18.75631
-0.946793268,-0.406029942,-0.952856843063595,1.3593010365,53.25813,-20.78559
-1.815777267,-0.532887253,-1.60587947851327,-0.416820045,54.06018,-22.59391
0.4745372115,0.269585884,-0.515575378410616,-0.600432726,54.3349,-23.34619
-1.984547578,-0.4606205,1.43858289462419,0.9070703692,53.91567,-22.5576
0.4633230119,-0.940359463,1.48276411178604,2.378031579,54.65413,-21.80904
0.0053332843,-0.730836754,1.47011769640128,1.633277537,55.26146,-21.61112
-1.375878731,-0.755960768,1.07036689931109,-0.492807675,54.69313,-20.88712
-0.800981006,1.09186266,1.69429234157701,1.3377379326,54.0063,-21.71
-0.750157941,0.2332889066,0.479194658714875,-1.135916794,53.13768,-23.46261
1.212582297,0.1979941474,1.38555798936078,-0.131938039,53.6649,-24.1562
-0.849452029,0.1031384246,3.07981463431244,1.2067473091,54.31135,-23.7025
-0.806790768,-0.730836754,1.77164171372437,0.202139956,55.19982,-23.82813
2.132817254,0.7632836338,0.766894539343551,0.477856852,55.42944,-23.36601
0.4540308849,-0.275960112,1.75120403235165,2.11016539,54.17345,-22.3303
0.6778977766,-0.495090908,1.12630681539364,0.046588623,54.03007,-23.00083
0.5135393674,-1.133306673,-0.342296825340984,-0.258293773,54.07298,-21.47258
0.4565811313,-0.406029942,-0.746798819996013,0.9475753223,53.65794,-21.1161
-0.552469471,-0.102111074,-1.69174131494642,1.4923541356,51.56337,-21.21643
1.704104193,0.3126633957,-2.10147957581083,0.374412958,48.23908,-21.52529
0.6778977766,0.3282093571,-2.40157885549282,0.8820432461,46.78126,-22.03731
-0.111537247,-0.594159441,-1.39280683039738,0.377976752,47.15702,-20.93536
0.228179699,-0.406029942,-2.24978949644289,0.9971220367,46.86278,-21.09411
1.201958233,1.15030556,-0.0444487540036291,-0.0973984179999999,47.53759,-21.10507
0.6995995158,1.5527793,0.583555728310074,1.687277537,49.26983,-22.58547
-1.638183208,0.5878992674,0.464558122464588,0.218387025,49.06246,-21.87022
-1.815777267,0.9406698977,-0.141191522906763,2.017825731,48.87958,-21.58291
-1.669751423,0.1670294553,-0.418355042734286,1.2812556529,50.17211,-20.40057
0.8702888947,0.0132389404,0.488108059226738,1.4907738782,50.7808,-21.1777
0.6037678426,-1.422125502,-0.827559536990291,1.950504598,51.25194,-20.69423
-0.33646358,0.9636445934,-0.497151212927289,-0.00140401199999995,51.91372,-22.51487
-1.264341947,-0.394339267,-0.0079665488880723,0.37731251,52.29808,-24.47747
-0.732012411,0.6866862791,-0.24605094540435,0.097588623,52.56181,-25.22678
-3.104860772,-0.755960768,-0.946738270208644,1.6329872382,55.2298,-25.66317
1.030509472,0.7583423068,-1.22802375835102,2.465031579,57.38601,-25.21249
0.6212757713,-1.371511347,-3.49988383640935,-1.091395969,57.23652,-25.77346
-0.732012411,1.274766917,-3.05311207181093,0.9300432461,57.22678,-25.50785
0.2930178927,0.3282093571,-2.46329616947416,1.974504598,59.29556,-25.24665
-0.732012411,-1.119877798,-0.918523335239388,0.636331838,60.82101,-24.74735
-0.946793268,1.097030275,-0.854841733760362,-0.343990343,61.47527,-26.35472
-0.622792921,1.180778665,-0.918589863789911,3.770308409,61.34365,-28.22528
0.5895424189,1.361765572,-1.32763189335797,-0.038938039,60.07644,-29.10071
0.0053332843,-0.823017847,0.202941798500241,0.351009323,60.9496,-29.46369
1.288695618,1.5527793,1.32759505544066,-0.992383294,62.93957,-30.1274
-1.375878731,-0.62565632,2.81388309476624,-0.484039958,64.85506,-31.89262
0.4858249258,0.3126633957,0.581124684117561,0.8619519456,65.82806,-32.47976
-0.758789572,0.0821636492,0.058396850671414,1.5896985363,66.18609,-32.7986
-1.264341947,1.15030556,1.97271335918973,2.004504598,66.25322,-31.0892
0.7172376305,-0.080757874,1.73985860235282,0.8218861034,66.03044,-32.28742
-0.750157941,-0.91080506,1.83508268412755,0.8506760743,66.66823,-30.86056
2.423971746,1.514984467,-0.218185405024798,0.672331838,68.02455,-30.69348
0.5135393674,-0.581277745,-0.146069660847312,1.3267473091,68.84789,-29.78732
-1.071475841,-0.62565632,-0.729559947980832,-0.987669907,69.8589,-28.7226
-0.923122607,-1.965248214,-0.432036141637395,-0.354807675,68.86355,-29.3024
-1.815777267,0.7096092389,0.402682769420235,-1.017217337,67.64274,-30.00579
0.9003076105,-0.042165564,-0.661097528125771,1.1309087638,66.96364,-31.45414
0.5895424189,-1.422125502,0.348182199786275,-1.029150907,66.48904,-30.54708
0.378692739,-1.133306673,0.475491080614772,0.321653606,66.75891,-28.75154
1.215124441,-1.371511347,1.22582504093919,-0.907718689,66.55464,-27.69169
0.6790589143,1.041726527,1.79882679601379,2.362031872,67.6918,-27.89215
0.8881534406,0.0923511754,1.96988887627603,-0.333807675,69.35466,-27.50656
0.4858249258,-0.730836754,0.996757141015949,-0.660490807,71.31038,-28.58798
-1.815777267,-0.381881027,1.78115410733615,-0.822992289,73.88296,-29.71457
-0.785465478,-0.730836754,0.0313272049521185,0.711331838,74.33811,-26.38476
-0.923122607,0.1979941474,-0.732645455707063,0.788698412,73.49473,-24.77046
0.4633230119,-0.789360433,-1.61564806443566,-0.098677272,73.37583,-25.16798
2.132817254,0.5581864054,-0.497323815016672,0.036061961,71.9073,-26.08284
0.4565811313,0.1150516775,-0.0382332853926742,-0.556451629,72.04539,-26.46841
-1.29295189,1.514984467,1.16554366488134,-0.0433413859999999,73.09987,-26.41521
-0.806790768,-1.005580111,0.777320675325215,1.1035753223,73.79746,-25.58773
-1.669751423,-0.208485805,-0.481373770641558,0.360653606,73.11682,-25.5161
0.3835741134,-0.381881027,-0.48223971051374,-0.240304924,72.7356,-27.37323
-0.929405155,2.050925919,-0.659040859222367,3.181267975,73.34323,-27.65578
-1.034209768,-0.823017847,2.1467611251703,0.444009323,74.3467,-26.44052
-0.595400114,0.7583423068,1.97373158144429,1.827467665,74.76898,-27.86409
0.5644163235,1.259881619,2.62734596282785,-0.532451629,74.74195,-26.11189
0.331011049,-0.974966237,1.01754397132603,0.9058861034,74.47747,-23.91721
1.212582297,1.041726527,0.157817454382051,3.099829162,74.33572,-22.55289
0.7172376305,-1.005580111,-0.719881830653171,-0.769264335,74.49303,-22.69904
-0.402913684,-0.62565632,0.203029516533279,0.318431754,72.81103,-21.47359
-0.758789572,1.754940889,0.283372997790549,0.52431251,71.95707,-20.38346
0.5121941481,1.041726527,-1.02245468437914,1.1380703692,72.65721,-19.84564
-0.956970457,0.3594485625,-1.71138162265782,0.785153912,71.4884,-19.59286
1.715115693,1.274766917,-0.721049699742529,1.978572338,70.8993,-20.90331
-0.33646358,-0.62565632,-0.194099152474432,0.569412958,71.46157,-20.70905
0.6790589143,-1.734698486,-1.10186025793272,0.583852097,69.30268,-20.6387
0.4858249258,-0.224763671,-0.571508439892792,1.6143010365,67.39345,-19.52559
0.2930178927,2.294645314,-1.97609757431856,0.486009323,68.4061,-18.64056
-1.375878731,-1.734698486,-2.90598431284769,-0.113014448,69.14528,-19.8723
-1.034209768,1.545979279,-2.06077426466216,1.882277537,68.4523,-20.6777
0.4696330543,1.180778665,-2.94547745136612,0.367243165,67.75789,-21.49851
1.715115693,0.5477633633,-3.8892631833131,0.618496731,67.71498,-23.33729
-0.946793268,-0.755960768,-4.48856838798973,1.938104384,67.03363,-23.83226
0.6127071212,-1.918374984,-2.27508395311199,-0.377430272,67.43365,-23.02715
-0.981517237,0.4443172327,-1.08579214797639,-0.011677272,68.74212,-21.10231
1.268003768,-0.091236199,-1.29166654632213,-0.718264335,69.25031,-20.54355
0.6212757713,1.694337884,1.02746830631533,2.151504598,69.85382,-20.32583
-0.595400114,2.294645314,2.31055576168834,1.3481108804,68.17545,-20.01767
-0.063061008,0.1764168642,2.53360296756911,1.3853211584,67.93173,-18.68623
0.4745372115,-0.855814855,1.41604929987404,0.422484496,69.65567,-15.50662
1.045030777,1.754940889,-0.142474093325943,-0.897150907,69.8225,-15.02409
-1.162639658,0.7632836338,-0.963854044472597,-0.003293773,70.2203,-15.0362
-1.29295189,-0.102111074,-0.393094781579321,-1.056117084,70.11818,-15.42912
-0.931263583,-0.132373905,-1.26515088533856,0.831331838,70.48288,-14.27419
-0.73052624,1.5527793,-2.47194756596611,2.271313122,69.56682,-13.80532
0.4745372115,-0.823017847,-2.13350866356481,3.266695161,68.20952,-15.80062
-1.375878731,1.694337884,-2.62752474061489,-0.105043108,68.59843,-16.84932
1.874401447,-0.424926733,-1.37334505974552,-0.687992289,70.27092,-17.24003
-1.29295189,-0.102111074,-2.49566969482436,0.847219739,71.9495,-18.23631
1.288695618,1.514984467,-3.28392876560037,1.6102131008,71.90755,-17.63542
-0.307712543,0.0132389404,-2.58356256839823,-0.866395969,72.11312,-17.60512
1.740869941,-0.755960768,-0.291132479253896,1.0777347533,71.83469,-17.19642
0.4633230119,-0.493704243,-1.45941229304145,0.561009323,70.6498,-18.69461
-0.800981006,1.041726527,-1.11957711504173,1.2355753223,72.08178,-20.12281
-1.596178672,-0.940359463,-0.887632172118962,-0.666992289,74.07604,-20.1934
-1.375878731,-0.789360433,-0.206630770728076,0.621592268,76.29616,-18.95389
0.8212671259,-1.133306673,0.127336064641445,0.181601582,78.14109,-18.62569
1.257491311,-1.042668017,-0.924622295336051,0.890153912,77.47402,-18.62035
1.045030777,-0.560968423,0.0156480410816686,1.2505753223,77.21478,-18.33462
-1.071187382,0.6866862791,1.27667974593962,-0.646264335,77.03723,-20.02603
-1.375878731,-0.556529831,-0.830073422414924,0.798856852,77.92569,-21.0451
0.1515360366,-0.424926733,-0.272670118899507,0.4614428,79.23994,-20.53513
0.9782052972,1.754940889,-0.655707612393616,2.441926186,78.52263,-20.09193
0.5135393674,1.097030275,0.433439995109602,-0.198534841,78.34125,-20.76252
-0.735543627,-0.224763671,2.2389091671333,1.2685753223,79.22828,-22.22167
0.7172376305,0.1150516775,0.360910499459342,1.9188288683,79.5958,-24.27066
0.6037678426,-1.371511347,-1.07113226404811,4.028308409,76.8688,-23.7807
-0.21666217,-1.036444581,1.29131803347498,1.986467665,74.0525,-23.73537
1.030509472,0.5477633633,2.47516937158921,0.509484496,73.09865,-24.14833
-3.104860772,-0.940359463,2.59944404690745,-0.485115997,70.95452,-23.765
-0.499367703,1.545979279,0.365220016714579,-0.613264335,70.97383,-24.72386
1.493013425,-1.133306673,0.297657812108667,0.738496731,71.1191,-23.91391
1.604993303,0.1670294553,-0.356485081450255,0.713412958,68.10658,-22.67894
2.423971746,0.7632836338,-0.757342518457363,0.092706227,65.38753,-20.79822
-1.639492667,-0.240090102,1.39447324231527,0.552653606,65.15625,-19.48766
0.6127071212,-0.208485805,1.91930789565695,-0.467115997,65.78459,-20.3116
0.910095949,0.7583423068,2.61077230624504,0.533484496,65.4861,-21.09538
-1.375878731,0.0923511754,1.86858383555626,-0.751916794,63.72506,-21.95864
-0.73052624,-0.372974574,-1.25060959130339,2.558681201,63.7883,-21.0876
0.5895424189,-0.483419476,-0.086235349820917,2.280504598,64.54394,-20.51926
-0.732012411,2.228211307,-0.163089951934506,0.545484496,63.80435,-21.37225
0.3835741134,1.274766917,-0.564167106267397,0.751852097,63.03597,-21.77542
-1.426163126,-0.406029942,0.310564295084318,-0.770395969,63.15683,-23.37709
-0.849452029,1.361765572,-0.360637547781105,2.368825731,62.12403,-25.82356
0.4858249258,0.2332889066,-2.3215984906333,0.870856852,58.95343,-26.37821
0.910095949,0.1979941474,-1.92511016512227,-0.626605107,58.71697,-27.70754
-1.162639658,0.4443172327,-0.637064749441629,0.588653606,61.97907,-29.12609
2.0147062,0.6866862791,0.184232221838456,0.584387025,62.74497,-30.26036
0.4696330543,-0.132373905,1.23354937997914,0.983153912,61.46962,-30.93864
0.4565811313,1.361765572,1.25362811542048,1.3185640145,62.28499,-31.42917
0.4696330543,0.0923511754,1.10414662944576,0.726592268,62.50874,-32.05829
